,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,year_released,age,decades,day,month,markup,profitmargin,netprofit,genres,randomgenre
4346,47,2018-03-09,Thoroughbreds,5000000,3072605,3187302,2018,2,0,Friday,3,-0.3625396,-0.568724896479844,-1812698,"['Drama', 'Thriller']",Drama
4348,49,2016-03-04,The Other Side of the Door,5000000,3000342,12905107,2016,4,0,Friday,3,1.5810214,0.6125564863584626,7905107,"['Horror', 'Thriller']",Thriller
4349,50,2011-05-13,Everything Must Go,5000000,2712131,2821010,2011,9,0,Friday,5,-0.435798,-0.7724148443288043,-2178990,"['Comedy', 'Drama', 'Romance']",Drama
4350,51,2014-10-10,Kill the Messenger,5000000,2450846,6656705,2014,6,0,Friday,10,0.331341,0.2488776354067065,1656705,"['Crime', 'Drama', 'Mystery', 'Thriller']",Thriller
4351,52,2010-12-17,Rabbit Hole,5000000,2229058,6205034,2010,10,1,Friday,12,0.2410068,0.19420264256408587,1205034,['Drama'],Drama
4352,53,2015-10-23,Jem and the Holograms,5000000,2184640,2368937,2015,5,0,Friday,10,-0.5262126,-1.110651317447446,-2631063,"['Drama', 'Fantasy', 'Music']",Fantasy
4353,54,2016-12-28,Paterson,5000000,2141423,10727536,2016,4,0,Wednesday,12,1.1455072,0.5339097440456038,5727536,"['Comedy', 'Drama', 'Romance']",Comedy
4363,64,2013-08-16,Ain't Them Bodies Saints,5000000,391611,1075009,2013,7,0,Friday,8,-0.7849982,-3.6511238510561306,-3924991,"['Crime', 'Drama', 'Romance', 'Western']",Romance
4370,71,2015-08-07,Cop Car,5000000,134552,143658,2015,5,0,Friday,8,-0.9712684,-33.80488382129781,-4856342,['Thriller'],Thriller
4377,78,2014-10-17,Rudderless,5000000,56001,567219,2014,6,0,Friday,10,-0.8865562,-7.814937440388986,-4432781,"['Comedy', 'Drama', 'Music']",Music
4379,80,2009-08-14,Grace,5000000,8297,8297,2009,11,1,Friday,8,-0.9983406,-601.6274557068821,-4991703,"['Horror', 'Thriller']",Horror
4380,81,2015-05-15,Area 51,5000000,7556,7556,2015,5,0,Friday,5,-0.9984888,-660.7257808364213,-4992444,"['Horror', 'Science Fiction', 'Thriller']",Science Fiction
4383,84,2008-12-31,The Cottage,5000000,0,1504960,2008,12,1,Wednesday,12,-0.699008,-2.322347437805656,-3495040,['Thriller'],Thriller
4384,85,2014-12-05,Dying of the Light,5000000,0,74639,2014,6,0,Friday,12,-0.9850722,-65.98910757110893,-4925361,"['Drama', 'Thriller']",Thriller
4385,86,2016-09-02,Yoga Hosers,5000000,0,22958,2016,4,0,Friday,9,-0.9954084,-216.78900601097652,-4977042,"['Comedy', 'Fantasy', 'Horror']",Fantasy
4389,90,2014-11-21,Reach Me,5000000,0,0,2014,6,0,Friday,11,-1.0,-inf,-5000000,['Drama'],Drama
4390,91,2014-08-18,Henry & Me,5000000,0,0,2014,6,0,Monday,8,-1.0,-inf,-5000000,"['Animation', 'Family']",Family
4392,93,2015-01-09,Let's Kill Ward's Wife,5000000,0,0,2015,5,0,Friday,1,-1.0,-inf,-5000000,['Comedy'],Comedy
4394,95,2011-12-31,We Have Your Husband,5000000,0,0,2011,9,0,Saturday,12,-1.0,-inf,-5000000,"['Crime', 'Drama', 'TV Movie', 'Thriller']",Crime
4400,1,2015-01-23,Mommy,4900000,3498695,17536004,2015,5,0,Friday,1,2.5787763265306123,0.7205748812557297,12636004,['Drama'],Drama
4407,8,2013-07-19,Only God Forgives,4800000,775849,4494560,2013,7,0,Friday,7,-0.06363333333333332,-0.06795770887472856,-305440,"['Crime', 'Drama', 'Thriller']",Crime
4408,9,2011-09-30,Take Shelter,4750000,1728953,4972016,2011,9,0,Friday,9,0.04674021052631579,0.04465311455152196,222016,"['Drama', 'Thriller']",Thriller
4413,14,2011-12-31,Without Men,4700000,0,0,2011,9,0,Saturday,12,-1.0,-inf,-4700000,"['Comedy', 'Romance']",Romance
4414,15,2015-03-10,Treading Water,4700000,0,0,2015,5,0,Tuesday,3,-1.0,-inf,-4700000,"['Comedy', 'Drama']",Drama
4422,23,2007-10-19,Out of the Blue,4600000,728,731767,2007,13,1,Friday,10,-0.8409202173913044,-5.286153926044767,-3868233,['Action'],Action
4426,27,1982-08-13,Fast Times at Ridgemont High,4500000,27092880,27092880,1982,38,3,Friday,8,5.02064,0.8339047011613383,22592880,"['Comedy', 'Drama']",Drama
4431,32,2016-03-25,The Lobster,4500000,9196278,18019834,2016,4,0,Friday,3,3.0044075555555554,0.7502751690165403,13519834,"['Comedy', 'Drama', 'Romance', 'Science Fiction', 'Thriller']",Drama
4432,33,1996-10-04,Bound,4500000,3802260,7011317,1996,24,2,Friday,10,0.5580704444444444,0.3581804959039792,2511317,"['Drama', 'Thriller']",Drama
4445,46,2011-10-07,Blackthorn,4500000,200558,1217307,2011,9,0,Friday,10,-0.7294873333333334,-2.6966845668348247,-3282693,"['Action', 'Adventure', 'Western']",Western
4446,47,2015-05-08,Maggie,4500000,187112,1027760,2015,5,0,Friday,5,-0.7716088888888889,-3.3784541138008874,-3472240,"['Drama', 'Horror', 'Mystery']",Horror
4448,49,2010-04-09,After.Life,4500000,108596,2481925,2010,10,1,Friday,4,-0.4484611111111111,-0.8131087764537607,-2018075,"['Drama', 'Horror', 'Mystery', 'Thriller']",Horror
4452,53,2013-03-01,The Sweeney,4500000,26345,8000366,2013,7,0,Friday,3,0.7778591111111111,0.4375257331977062,3500366,"['Action', 'Crime']",Action
4453,54,2014-09-04,Falcon Rising,4500000,11774,11774,2014,6,0,Thursday,9,-0.9973835555555556,-381.1980635298114,-4488226,"['Action', 'Adventure']",Action
4456,57,2015-08-28,Zipper,4500000,0,0,2015,5,0,Friday,8,-1.0,-inf,-4500000,"['Drama', 'Thriller']",Thriller
4457,58,2015-11-03,The Final Girls,4500000,0,0,2015,5,0,Tuesday,11,-1.0,-inf,-4500000,"['Comedy', 'Horror']",Comedy
4462,63,2015-09-29,R.L. Stine's Monsterville: The Cabinet of Souls,4400000,0,0,2015,5,0,Tuesday,9,-1.0,-inf,-4400000,"['Comedy', 'Horror']",Comedy
4463,64,2014-06-06,Anna,4357373,0,1200000,2014,6,0,Friday,6,-0.7246047102233387,-2.6311441666666666,-3157373,['Horror'],Horror
4468,69,1990-10-19,Night of the Living Dead,4200000,5835247,5835247,1990,30,3,Friday,10,0.38934452380952383,0.28023612368079703,1635247,['Horror'],Horror
4470,71,2010-08-13,Animal Kingdom,4200000,1044039,8078683,2010,10,1,Friday,8,0.9234959523809524,0.4801132808404538,3878683,"['Crime', 'Drama', 'Mystery', 'Thriller']",Drama
4472,73,2011-10-21,Cargo,4200000,0,313230,2011,9,0,Friday,10,-0.9254214285714286,-12.408677329757689,-3886770,"['Drama', 'Thriller']",Thriller
4480,81,2015-01-23,The Boy Next Door,4000000,36006065,53401938,2015,5,0,Friday,1,12.3504845,0.9250963513721168,49401938,['Drama'],Drama
4484,85,2014-07-11,Boyhood,4000000,25379975,57273049,2014,6,0,Friday,7,13.31826225,0.930159122487088,53273049,['Drama'],Drama
4486,87,2010-07-09,The Kids Are All Right,4000000,20811365,36275469,2010,10,1,Friday,7,8.06886725,0.8897326454966027,32275469,"['Comedy', 'Drama']",Drama
4488,89,2014-04-18,A Haunted House 2,4000000,17329487,21206861,2014,6,0,Friday,4,4.30171525,0.81138179761729,17206861,"['Comedy', 'Horror']",Comedy
4489,90,2013-03-01,The Last Exorcism Part II,4000000,15179303,25448707,2013,7,0,Friday,3,5.36217675,0.8428210910676129,21448707,"['Drama', 'Horror', 'Thriller']",Horror
4497,98,2016-05-13,The Darkness,4000000,10753574,10898293,2016,4,0,Friday,5,1.72457325,0.6329700440243257,6898293,"['Horror', 'Thriller']",Horror
4517,18,2012-08-24,Samsara,4000000,2672413,5966671,2012,8,0,Friday,8,0.49166775,0.32960942542332233,1966671,"['Documentary', 'Drama']",Documentary
4519,20,2011-06-17,The Art of Getting By,4000000,1430241,1989035,2011,9,0,Friday,6,-0.50274125,-1.01102544701325,-2010965,"['Drama', 'Romance']",Romance
4521,22,2011-09-23,Red State,4000000,1065429,1983596,2011,9,0,Friday,9,-0.504101,-1.0165396582771895,-2016404,"['Action', 'Horror', 'Thriller']",Action
4524,25,2012-10-17,Holy Motors,4000000,641054,4230426,2012,8,0,Wednesday,10,0.05760650000000001,0.054468746173553205,230426,"['Drama', 'Fantasy']",Drama
4525,26,2014-06-13,The Signal,4000000,600896,2665322,2014,6,0,Friday,6,-0.3336695,-0.5007567565945128,-1334678,"['Science Fiction', 'Thriller']",Science Fiction
4528,29,2014-03-07,The Face of Love,4000000,385069,1158877,2014,6,0,Friday,3,-0.71028075,-2.4516173847612817,-2841123,"['Drama', 'Romance']",Drama
4529,30,2014-04-11,Joe,4000000,373375,373375,2014,6,0,Friday,4,-0.90665625,-9.713090056913293,-3626625,['Drama'],Drama
4537,38,2015-04-10,Desert Dancer,4000000,155271,596335,2015,5,0,Friday,4,-0.85091625,-5.70763916255125,-3403665,['Drama'],Drama
4540,41,2015-06-19,Manglehorn,4000000,132270,797439,2015,5,0,Friday,6,-0.80064025,-4.016057654566682,-3202561,['Drama'],Drama
4542,43,2011-04-01,Trust,4000000,120016,120016,2011,9,0,Friday,4,-0.969996,-32.32888948140248,-3879984,"['Crime', 'Drama', 'Thriller']",Drama
4546,47,2011-04-22,Stake Land,4000000,33245,679482,2011,9,0,Friday,4,-0.8301295,-4.88683732608075,-3320518,"['Drama', 'Horror', 'Science Fiction']",Drama
4550,51,2014-04-18,13 Sins,4000000,9134,47552,2014,6,0,Friday,4,-0.988112,-83.11843876177659,-3952448,"['Horror', 'Thriller']",Thriller
4551,52,2011-11-18,Another Happy Day,4000000,9120,978527,2011,9,0,Friday,11,-0.75536825,-3.0877768319116385,-3021473,"['Comedy', 'Drama']",Drama
4552,53,2013-02-22,Inescapable,4000000,4327,4327,2013,7,0,Friday,2,-0.99891825,-923.428010168708,-3995673,"['Romance', 'Thriller']",Thriller
4555,56,2012-03-20,A Lonely Place to Die,4000000,0,442550,2012,8,0,Tuesday,3,-0.8893625,-8.038526720144617,-3557450,"['Action', 'Adventure', 'Crime', 'Thriller']",Crime
4556,57,2003-12-31,Nothing,4000000,0,63180,2003,17,1,Wednesday,12,-0.984205,-62.311174422285525,-3936820,['Drama'],Drama
4562,63,2012-12-31,The Helpers,4000000,0,0,2012,8,0,Monday,12,-1.0,-inf,-4000000,['Horror'],Horror
4563,64,2015-12-31,The Veil,4000000,0,0,2015,5,0,Thursday,12,-1.0,-inf,-4000000,['Horror'],Horror
4565,66,2012-12-31,How to Fall in Love,4000000,0,0,2012,8,0,Monday,12,-1.0,-inf,-4000000,"['Comedy', 'Romance', 'TV Movie']",Comedy
4566,67,2015-09-08,Chain of Command,4000000,0,0,2015,5,0,Tuesday,9,-1.0,-inf,-4000000,"['Action', 'Adventure', 'Thriller']",Thriller
4571,72,2011-01-14,Down for Life,3800000,41914,41914,2011,9,0,Friday,1,-0.98897,-89.66183136899366,-3758086,['Drama'],Drama
4572,73,2010-04-30,The Good Heart,3800000,20930,340930,2010,10,1,Friday,4,-0.9102815789473684,-10.145983046373157,-3459070,"['Comedy', 'Drama', 'Romance']",Comedy
4578,79,2010-11-05,Four Lions,3750000,310007,2436111,2010,10,1,Friday,11,-0.3503704,-0.5393387247132828,-1313889,"['Comedy', 'Crime', 'Drama']",Drama
4579,80,2010-02-19,Defendor,3750000,44462,44462,2010,10,1,Friday,2,-0.9881434666666666,-83.3416850344114,-3705538,"['Action', 'Comedy', 'Crime', 'Drama']",Drama
4583,84,2006-11-03,Unknown,3700000,26403,3355048,2006,14,1,Friday,11,-0.09323027027027027,-0.10281581664405398,-344952,"['Action', 'Mystery', 'Thriller']",Mystery
4590,91,2018-04-13,Truth or Dare,3500000,41411015,95127344,2018,2,0,Friday,4,26.179241142857148,0.9632072141108028,91627344,"['Horror', 'Mystery', 'Thriller']",Mystery
4593,94,2016-02-19,The Witch,3500000,25138705,40454520,2016,4,0,Friday,2,10.558434285714286,0.9134830916298105,36954520,"['Horror', 'Mystery']",Horror
4594,95,2018-02-02,Winchester,3500000,25091816,44378040,2018,2,0,Friday,2,11.67944,0.9211321635655834,40878040,"['Fantasy', 'Horror', 'Mystery', 'Thriller']",Fantasy
4596,97,2013-02-22,Dark Skies,3500000,17418667,27704111,2013,7,0,Friday,2,6.9154602857142855,0.8736649589658373,24204111,"['Horror', 'Science Fiction', 'Thriller']",Horror
4597,98,2018-01-19,Forever My Girl,3500000,16376066,16376066,2018,2,0,Friday,1,3.678876,0.786273455419635,12876066,"['Drama', 'Music', 'Romance']",Drama
4601,2,1972-06-21,Frenzy,3500000,12600000,12600000,1972,48,4,Wednesday,6,2.6,0.7222222222222222,9100000,"['Horror', 'TV Movie', 'Thriller']",Thriller
4610,11,2018-05-18,First Reformed,3500000,3448256,3874772,2018,2,0,Friday,5,0.10707771428571428,0.09672104578024204,374772,['Drama'],Drama
4612,13,2016-12-02,Believe,3500000,890303,890303,2016,4,0,Friday,12,-0.7456277142857143,-2.9312458792119087,-2609697,['Drama'],Drama
4614,15,2016-09-30,American Honey,3500000,663247,2611750,2016,4,0,Friday,9,-0.2537857142857143,-0.3400976356848856,-888250,['Drama'],Drama
4615,16,2016-03-18,The Bronze,3500000,615816,615816,2016,4,0,Friday,3,-0.8240525714285715,-4.683515855385375,-2884184,"['Comedy', 'Drama']",Drama
4618,19,2016-01-08,The Masked Saint,3500000,182695,182695,2016,4,0,Friday,1,-0.9478014285714286,-18.157612414132853,-3317305,"['Action', 'Crime']",Action
4621,22,2016-06-03,Time to Choose,3500000,29233,29233,2016,4,0,Friday,6,-0.9916477142857144,-118.72770499093492,-3470767,['Documentary'],Documentary
4628,29,2013-01-29,"Batman: The Dark Knight Returns, Part 2",3500000,0,0,2013,7,0,Tuesday,1,-1.0,-inf,-3500000,"['Action', 'Animation', 'Mystery']",Action
4629,30,2014-03-11,In the Name of the King III,3500000,0,0,2014,6,0,Tuesday,3,-1.0,-inf,-3500000,"['Action', 'Adventure', 'Drama', 'Fantasy']",Action
4630,31,2014-03-04,Wicked Blood,3500000,0,0,2014,6,0,Tuesday,3,-1.0,-inf,-3500000,"['Action', 'Drama', 'Thriller']",Action
4631,32,2015-06-05,Dawn Patrol,3500000,0,0,2015,5,0,Friday,6,-1.0,-inf,-3500000,['Drama'],Drama
4636,37,2011-10-21,Margin Call,3400000,5353586,20433227,2011,9,0,Friday,10,5.009772647058823,0.83360435431956,17033227,"['Drama', 'Thriller']",Drama
4639,40,2008-07-11,August,3400000,12636,12636,2008,12,1,Friday,7,-0.9962835294117648,-268.07249129471353,-3387364,['Drama'],Drama
4642,43,2014-10-10,Whiplash,3300000,13092006,38969037,2014,6,0,Friday,10,10.80879909090909,0.9153173839014804,35669037,"['Drama', 'Music']",Music
4647,48,2015-01-20,The Opposite Sex,3300000,0,50206,2015,5,0,Tuesday,1,-0.9847860606060606,-64.72919571365972,-3249794,['Comedy'],Comedy
4653,54,2018-07-06,Sorry to Bother You,3200000,17493096,18285560,2018,2,0,Friday,7,4.7142375,0.8249985234250414,15085560,"['Comedy', 'Fantasy', 'Science Fiction']",Science Fiction
4656,57,2011-06-03,Beginners,3200000,5790894,14314407,2011,9,0,Friday,6,3.4732521875,0.7764489999480942,11114407,"['Comedy', 'Drama', 'Romance']",Romance
4657,58,2016-04-22,The Meddler,3200000,4267219,5526942,2016,4,0,Friday,4,0.727169375,0.4210179878855251,2326942,"['Comedy', 'Drama']",Comedy
4659,60,2006-09-22,Feast,3200000,56131,690872,2006,14,1,Friday,9,-0.7841024999999999,-3.6318276033766015,-2509128,"['Animation', 'Comedy', 'Drama', 'Family']",Family
4662,63,2013-04-12,Antiviral,3100000,0,123407,2013,7,0,Friday,4,-0.9601912903225808,-24.120130948811656,-2976593,"['Horror', 'Science Fiction']",Science Fiction
4664,65,2010-10-20,Paranormal Activity 2,3000000,84752907,177512032,2010,10,1,Wednesday,10,58.17067733333333,0.9830997371490852,174512032,"['Horror', 'Thriller']",Horror
4665,66,2015-08-28,War Room,3000000,67790117,73975239,2015,5,0,Friday,8,23.658413,0.9594458897253444,70975239,"['Drama', 'Romance']",Drama
4666,67,2013-06-07,The Purge,3000000,64473115,91266581,2013,7,0,Friday,6,29.422193666666665,0.9671292605997808,88266581,"['Horror', 'Science Fiction', 'Thriller']",Horror
4668,69,2012-10-12,Sinister,3000000,48086903,87727807,2012,8,0,Friday,10,28.24260233333333,0.9658033170714048,84727807,"['Horror', 'Mystery']",Mystery
4671,72,1978-01-01,Coming Home,3000000,32653000,32653000,1978,42,4,Sunday,1,9.884333333333334,0.908124827734052,29653000,"['Drama', 'Family']",Family
4688,89,2018-06-01,Upgrade,3000000,11977130,16553285,2018,2,0,Friday,6,4.517761666666667,0.8187670906409211,13553285,"['Action', 'Science Fiction', 'Thriller']",Action
4694,95,1998-11-04,Belly,3000000,9639390,9639390,1998,22,2,Wednesday,11,2.21313,0.6887769869255213,6639390,['Animation'],Animation
4696,97,1948-08-26,Red River,3000000,9012000,9012000,1948,72,7,Thursday,8,2.004,0.6671105193075899,6012000,"['Action', 'Horror', 'Science Fiction', 'Western']",Western
4698,99,2013-05-24,Before Midnight,3000000,8110621,23251930,2013,7,0,Friday,5,6.7506433333333336,0.8709784521112871,20251930,"['Drama', 'Romance']",Drama
4700,1,2009-07-31,The Collector,3000000,7712114,10473836,2009,11,1,Friday,7,2.4912786666666658,0.7135719902431162,7473836,"['Drama', 'Romance']",Romance
4702,3,2017-10-27,Let There Be Light,3000000,7233471,7241309,2017,3,0,Friday,10,1.4137696666666666,0.5857102631582218,4241309,['Drama'],Drama
4709,10,2016-06-24,Swiss Army Man,3000000,4210454,5837111,2016,4,0,Friday,6,0.9457036666666668,0.4860471215983386,2837111,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']",Adventure
4713,14,2013-05-17,Frances Ha,3000000,4067398,11262769,2013,7,0,Friday,5,2.754256333333333,0.7336356627752909,8262769,"['Comedy', 'Drama']",Comedy
4714,15,2010-04-30,Please Give,3000000,4033574,4570178,2010,10,1,Friday,4,0.5233926666666666,0.3435704254845216,1570178,"['Comedy', 'Drama']",Drama
4720,21,2016-04-22,Compadres,3000000,3127773,7445044,2016,4,0,Friday,4,1.4816813333333334,0.5970473780947433,4445044,"['Action', 'Comedy']",Comedy
4724,25,2010-04-09,Letters to God,3000000,2848587,3237452,2010,10,1,Friday,4,0.07915066666666666,0.07334533454086732,237452,"['Drama', 'Family']",Drama
4725,26,1998-10-16,Happiness,3000000,2746453,5746453,1998,22,2,Friday,10,0.9154843333333332,0.4779388259157432,2746453,['Documentary'],Documentary
4727,28,2014-09-19,Tusk,3000000,1821983,1887554,2014,6,0,Friday,9,-0.3708153333333333,-0.5893585031209703,-1112446,"['Comedy', 'Drama', 'Horror', 'Thriller']",Horror
4728,29,2017-05-12,The Wall,3000000,1803064,4495262,2017,3,0,Friday,5,0.4984206666666667,0.33263066757844145,1495262,"['Drama', 'Science Fiction']",Science Fiction
4730,31,2012-04-06,Damsels in Distress,3000000,1007535,1324299,2012,8,0,Friday,4,-0.558567,-1.2653494414780952,-1675701,"['Comedy', 'Romance']",Comedy
4731,32,2005-03-25,Oldboy,3000000,707391,6239723,2005,15,1,Friday,3,1.0799076666666667,0.5192094264440905,3239723,"['Action', 'Drama', 'Mystery', 'Thriller']",Mystery
4732,33,2011-05-06,Hobo with a Shotgun,3000000,703372,834953,2011,9,0,Friday,5,-0.7216823333333333,-2.593016612911146,-2165047,"['Action', 'Crime', 'Thriller']",Crime
4733,34,2015-05-08,The D Train,3000000,669688,772366,2015,5,0,Friday,5,-0.7425446666666666,-2.8841689043795298,-2227634,"['Drama', 'Family']",Drama
4734,35,2012-09-07,Bachelorette,3000000,446770,12577401,2012,8,0,Friday,9,3.192467,0.7614769537840129,9577401,"['Comedy', 'Romance']",Comedy
4737,38,2011-09-09,Creature,3000000,331000,331000,2011,9,0,Friday,9,-0.8896666666666667,-8.06344410876133,-2669000,['Horror'],Horror
4738,39,2016-12-09,The Bounce Back,3000000,321910,421404,2016,4,0,Friday,12,-0.859532,-6.119059145143377,-2578596,['Romance'],Romance
4742,43,2010-10-01,Chain Letter,3000000,205842,1022453,2010,10,1,Friday,10,-0.6591823333333333,-1.9341201991680792,-1977547,"['Horror', 'Thriller']",Horror
4743,44,2012-03-02,Tim and Eric's Billion Dollar Movie,3000000,201436,223652,2012,8,0,Friday,3,-0.9254493333333332,-12.413696278146405,-2776348,['Comedy'],Comedy
4748,49,2014-08-15,Fort McCoy,3000000,78948,78948,2014,6,0,Friday,8,-0.973684,-36.999696002431975,-2921052,"['Drama', 'History', 'War']",War
4749,50,1999-08-04,The Gambler,3000000,51773,101773,1999,21,2,Wednesday,8,-0.9660756666666668,-28.477366295579376,-2898227,"['Crime', 'Drama', 'Thriller']",Drama
4751,52,2015-09-04,Before We Go,3000000,37151,483938,2015,5,0,Friday,9,-0.8386873333333333,-5.1991412123040535,-2516062,"['Comedy', 'Drama', 'Romance']",Comedy
4752,53,2012-01-13,The Divide,3000000,18000,156362,2012,8,0,Friday,1,-0.9478793333333332,-18.18624729793684,-2843638,"['Drama', 'Horror', 'Science Fiction']",Horror
4753,54,2011-09-09,Tanner Hall,3000000,5073,5073,2011,9,0,Friday,9,-0.998309,-590.3660555884093,-2994927,['Drama'],Drama
4755,56,2017-10-10,Demonic,3000000,0,4668109,2017,3,0,Tuesday,10,0.5560363333333334,0.35734148452831754,1668109,"['Horror', 'Thriller']",Thriller
4757,58,2014-06-27,They Came Together,3000000,0,82780,2014,6,0,Friday,6,-0.9724066666666666,-35.2406378352259,-2917220,['Comedy'],Comedy
4758,59,2013-05-21,Open Road,3000000,0,47469,2013,7,0,Tuesday,5,-0.984177,-62.19914049168931,-2952531,"['Action', 'Drama', 'Thriller']",Thriller
4759,60,1951-07-28,Alice in Wonderland,3000000,0,0,1951,69,6,Saturday,7,-1.0,-inf,-3000000,"['Adventure', 'Family', 'Fantasy']",Adventure
4760,61,2010-10-01,Barry Munday,3000000,0,0,2010,10,1,Friday,10,-1.0,-inf,-3000000,"['Comedy', 'Drama', 'Romance']",Drama
4763,64,2011-09-13,Never Back Down 2: The Beatdown,3000000,0,0,2011,9,0,Tuesday,9,-1.0,-inf,-3000000,"['Action', 'Drama']",Drama
4764,65,2015-12-31,AWOL-72,3000000,0,0,2015,5,0,Thursday,12,-1.0,-inf,-3000000,['Thriller'],Thriller
4766,67,2015-02-06,Enter the Dangerous Mind,3000000,0,0,2015,5,0,Friday,2,-1.0,-inf,-3000000,['Thriller'],Thriller
4767,68,2015-03-17,Something Wicked,3000000,0,0,2015,5,0,Tuesday,3,-1.0,-inf,-3000000,"['Mystery', 'Thriller']",Thriller
4768,69,1967-09-18,Point Blank,3000000,0,0,1967,53,5,Monday,9,-1.0,-inf,-3000000,"['Action', 'Crime', 'Thriller']",Crime
4771,72,2015-08-14,Amnesiac,3000000,0,0,2015,5,0,Friday,8,-1.0,-inf,-3000000,"['Drama', 'Horror', 'Mystery', 'Thriller']",Thriller
4772,73,2015-12-31,Unnatural,3000000,0,0,2015,5,0,Thursday,12,-1.0,-inf,-3000000,"['Action', 'Horror', 'Thriller']",Horror
4773,74,2015-12-11,Close Range,3000000,0,0,2015,5,0,Friday,12,-1.0,-inf,-3000000,"['Action', 'Crime']",Crime
4775,76,1950-02-15,Cinderella,2900000,85000000,263591415,1950,70,7,Wednesday,2,89.89359137931034,0.9889981242370888,260691415,"['Comedy', 'Romance']",Romance
4779,80,2010-10-01,Freakonomics,2900000,101270,172867,2010,10,1,Friday,10,-0.9403906896551724,-15.775902861737634,-2727133,['Documentary'],Documentary
4780,81,2011-08-19,Griff the Invisible,2900000,20778,25935,2011,9,0,Friday,8,-0.9910568965517241,-110.81800655484871,-2874065,"['Comedy', 'Drama', 'Romance']",Comedy
4792,93,2018-10-26,Indivisible,2700000,3511417,3588305,2018,2,0,Friday,10,0.3290018518518519,0.2475556007641491,888305,"['Drama', 'War']",Drama
4797,98,1956-01-12,Diane,2660000,0,0,1956,64,6,Thursday,1,-1.0,-inf,-2660000,['Drama'],Drama
4802,3,2014-05-02,Ida,2600000,3827060,15298355,2014,6,0,Friday,5,4.8839826923076926,0.8300470867619427,12698355,['Drama'],Drama
4809,10,2011-04-01,"Fat, Sick & Nearly Dead",2600000,0,0,2011,9,0,Friday,4,-1.0,-inf,-2600000,['Documentary'],Documentary
4811,12,2013-01-11,A Haunted House,2500000,40041683,59922558,2013,7,0,Friday,1,22.9690232,0.9582794846641894,57422558,"['Comedy', 'Horror']",Comedy
4813,14,2013-07-03,Kevin Hart: Let Me Explain,2500000,32244051,32327255,2013,7,0,Wednesday,7,11.930902,0.9226658743527714,29827255,"['Comedy', 'Documentary']",Comedy
4821,22,2013-08-02,The Spectacular Now,2500000,6852971,6916951,2013,7,0,Friday,8,1.7667804,0.6385690747267112,4416951,"['Comedy', 'Drama', 'Romance']",Comedy
4824,25,2016-06-24,Hunt for the Wilderpeople,2500000,5205471,23845533,2016,4,0,Friday,6,8.5382132,0.8951585607249793,21345533,"['Adventure', 'Comedy', 'Drama']",Comedy
4825,26,2012-08-17,Robot & Frank,2500000,3317468,4934356,2012,8,0,Friday,8,0.9737424,0.4933482707773821,2434356,"['Comedy', 'Crime', 'Drama', 'Science Fiction']",Comedy
4828,29,2005-05-27,Saving Face,2500000,1187266,1269705,2005,15,1,Friday,5,-0.4921180000000001,-0.9689612941588794,-1230295,"['Crime', 'Documentary']",Documentary
4830,31,2013-03-01,The Lost Medallion: The Adventures of Billy Stone,2500000,549632,549632,2013,7,0,Friday,3,-0.7801471999999999,-3.548497904052166,-1950368,"['Adventure', 'Family']",Adventure
4833,34,2011-04-01,Super,2500000,327716,593933,2011,9,0,Friday,4,-0.7624268,-3.2092289871079736,-1906067,"['Action', 'Comedy', 'Drama']",Drama
4837,38,2010-06-18,8: The Mormon Proposition,2500000,100280,100280,2010,10,1,Friday,6,-0.959888,-23.930195452732352,-2399720,['Documentary'],Documentary
4840,41,2013-08-16,Underdogs,2500000,35017,1392649,2013,7,0,Friday,8,-0.4429404000000001,-0.7951400532366735,-1107351,"['Drama', 'Family']",Drama
4842,43,2009-12-31,The Calling,2500000,0,0,2009,11,1,Thursday,12,-1.0,-inf,-2500000,['Thriller'],Thriller
4844,45,2010-12-31,Christmas Mail,2500000,0,0,2010,10,1,Friday,12,-1.0,-inf,-2500000,"['Comedy', 'Family']",Family
4845,46,2015-07-03,Stung,2500000,0,0,2015,5,0,Friday,7,-1.0,-inf,-2500000,"['Comedy', 'Horror']",Horror
4847,48,2015-10-13,8 Days,2500000,0,0,2015,5,0,Tuesday,10,-1.0,-inf,-2500000,"['Drama', 'Thriller']",Thriller
4848,49,2016-09-02,Antibirth,2500000,0,0,2016,4,0,Friday,9,-1.0,-inf,-2500000,['Horror'],Horror
4849,50,2016-02-02,The Rise of the Krays,2500000,0,0,2016,4,0,Tuesday,2,-1.0,-inf,-2500000,['Crime'],Crime
4859,60,2015-03-20,Do You Believe?,2300000,12985600,14304931,2015,5,0,Friday,3,5.2195352173913045,0.8392162814347025,12004931,"['Drama', 'Fantasy']",Fantasy
4862,63,2014-09-05,Frontera,2300000,59696,59696,2014,6,0,Friday,9,-0.9740452173913045,-37.5285446261056,-2240304,"['Drama', 'Western']",Western
4863,64,2011-08-26,Redemption Road,2300000,29384,29384,2011,9,0,Friday,8,-0.9872243478260868,-77.27389055268173,-2270616,['Drama'],Drama
4865,66,2016-01-19,Eden,2300000,0,0,2016,4,0,Tuesday,1,-1.0,-inf,-2300000,['Drama'],Drama
